job_name,GB_type,element,system,distance,path,structure_file,num_atoms,formula,volume,density,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma,energy_eV,energy_per_atom_eV,incar,incar_system,incar_encut,incar_ediff,incar_ediffg,incar_ispin,incar_ismear,incar_sigma,incar_nsw,incar_ibrion,incar_isif,incar_prec,incar_lreal,incar_gga,potcar_symbols,potcar_nelectrons_map,potcar_total_nelectrons,parse_errors
CSL13-Al-Al-59-d-4.19,CSL13,Al,Al-59-d-4.19,4.19,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/Al/Al-59-d-4.19,CONTCAR,100,Ti99 Al1,1763.444840425979,4.487705572157603,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-771.5632878,-7.715632878,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-59-d-4.19""}",Al-59-d-4.19,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",399.0,
CSL13-Al-Al-60-d-5.27,CSL13,Al,Al-60-d-5.27,5.27,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/Al/Al-60-d-5.27,CONTCAR,100,Ti99 Al1,1763.444840425979,4.487705572157603,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-771.65670676,-7.7165670676,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-60-d-5.27""}",Al-60-d-5.27,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",399.0,
CSL13-Al-Al-61-d-5.27,CSL13,Al,Al-61-d-5.27,5.27,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/Al/Al-61-d-5.27,CONTCAR,100,Ti99 Al1,1763.444840425979,4.487705572157603,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-771.65845085,-7.7165845085,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-61-d-5.27""}",Al-61-d-5.27,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",399.0,
CSL13-Al-Al-62-d-5.77,CSL13,Al,Al-62-d-5.77,5.77,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/Al/Al-62-d-5.77,CONTCAR,100,Ti99 Al1,1763.444840425979,4.487705572157603,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-771.49781108,-7.714978110800001,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-62-d-5.77""}",Al-62-d-5.77,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",399.0,"vasprun:no element found: line 6766, column 0"
CSL13-Al-Al-63-d-5.77,CSL13,Al,Al-63-d-5.77,5.77,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/Al/Al-63-d-5.77,CONTCAR,100,Ti99 Al1,1763.444840425979,4.487705572157603,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-771.55267214,-7.7155267214,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-63-d-5.77""}",Al-63-d-5.77,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",399.0,
CSL13-Al-Al-64-d-6.97,CSL13,Al,Al-64-d-6.97,6.97,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/Al/Al-64-d-6.97,CONTCAR,100,Ti99 Al1,1763.444840425979,4.487705572157603,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-771.58352059,-7.7158352059,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-64-d-6.97""}",Al-64-d-6.97,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",399.0,
CSL13-Al-Al-65-d-6.97,CSL13,Al,Al-65-d-6.97,6.97,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL13/Al/Al-65-d-6.97,CONTCAR,100,Ti99 Al1,1763.444840425979,4.487705572157603,5.111281949851818,7.536060302287528,45.781652,90.23915696021812,90.0,90.000003187922,-771.57453687,-7.7157453686999995,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-65-d-6.97""}",Al-65-d-6.97,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",399.0,
CSL7-Al-Al-24-d-0.00,CSL7,Al,Al-24-d-0.00,0.0,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/Al/Al-24-d-0.00,CONTCAR,52,Ti51 Al1,906.2619337821728,4.522467457164171,4.6568,7.770572,25.044546,90.0,90.0,90.0,-397.24107632,-7.639251467692308,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-24-d-0.00""}",Al-24-d-0.00,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",207.0,
CSL7-Al-Al-25-d-0.00,CSL7,Al,Al-25-d-0.00,0.0,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/Al/Al-25-d-0.00,CONTCAR,52,Ti51 Al1,906.2619337821728,4.522467457164171,4.6568,7.770572,25.044546,90.0,90.0,90.0,-397.36451921,-7.641625369423077,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-25-d-0.00""}",Al-25-d-0.00,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",207.0,
CSL7-Al-Al-26-d-0.72,CSL7,Al,Al-26-d-0.72,0.72,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/Al/Al-26-d-0.72,CONTCAR,52,Ti51 Al1,906.2619337821728,4.522467457164171,4.6568,7.770572,25.044546,90.0,90.0,90.0,-396.94854076,-7.6336257838461545,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-26-d-0.72""}",Al-26-d-0.72,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",207.0,
CSL7-Al-Al-27-d-1.36,CSL7,Al,Al-27-d-1.36,1.36,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/Al/Al-27-d-1.36,CONTCAR,52,Ti51 Al1,906.2619337821728,4.522467457164171,4.6568,7.770572,25.044546,90.0,90.0,90.0,-397.46560703,-7.643569365961539,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-27-d-1.36""}",Al-27-d-1.36,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",207.0,
CSL7-Al-Al-28-d-1.62,CSL7,Al,Al-28-d-1.62,1.62,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/Al/Al-28-d-1.62,CONTCAR,52,Ti51 Al1,906.2619337821728,4.522467457164171,4.6568,7.770572,25.044546,90.0,90.0,90.0,-397.45745509,-7.643412597884615,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-28-d-1.62""}",Al-28-d-1.62,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",207.0,
CSL7-Al-Al-29-d-2.09,CSL7,Al,Al-29-d-2.09,2.09,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/Al/Al-29-d-2.09,CONTCAR,52,Ti51 Al1,906.2619337821728,4.522467457164171,4.6568,7.770572,25.044546,90.0,90.0,90.0,-397.31924646,-7.640754739615384,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-29-d-2.09""}",Al-29-d-2.09,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",207.0,
CSL7-Al-Al-30-d-2.82,CSL7,Al,Al-30-d-2.82,2.82,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/Al/Al-30-d-2.82,CONTCAR,52,Ti51 Al1,906.2619337821728,4.522467457164171,4.6568,7.770572,25.044546,90.0,90.0,90.0,-397.64019155,-7.646926760576923,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-30-d-2.82""}",Al-30-d-2.82,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",207.0,
CSL7-Al-Al-31-d-3.01,CSL7,Al,Al-31-d-3.01,3.01,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/Al/Al-31-d-3.01,CONTCAR,52,Ti51 Al1,906.2619337821728,4.522467457164171,4.6568,7.770572,25.044546,90.0,90.0,90.0,-397.42126315,-7.642716599038462,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-31-d-3.01""}",Al-31-d-3.01,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",207.0,
CSL7-Al-Al-32-d-3.65,CSL7,Al,Al-32-d-3.65,3.65,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/Al/Al-32-d-3.65,CONTCAR,52,Ti51 Al1,906.2619337821728,4.522467457164171,4.6568,7.770572,25.044546,90.0,90.0,90.0,-397.43035289,-7.642891401730769,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-32-d-3.65""}",Al-32-d-3.65,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",207.0,
CSL7-Al-Al-33-d-4.09,CSL7,Al,Al-33-d-4.09,4.09,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/Al/Al-33-d-4.09,CONTCAR,52,Ti51 Al1,906.2619337821728,4.522467457164171,4.6568,7.770572,25.044546,90.0,90.0,90.0,-397.64641267,-7.6470463975000005,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-33-d-4.09""}",Al-33-d-4.09,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",207.0,
CSL7-Al-Al-34-d-4.60,CSL7,Al,Al-34-d-4.60,4.6,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/Al/Al-34-d-4.60,CONTCAR,52,Ti51 Al1,906.2619337821728,4.522467457164171,4.6568,7.770572,25.044546,90.0,90.0,90.0,-397.54496048,-7.645095393846153,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-34-d-4.60""}",Al-34-d-4.60,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",207.0,
CSL7-Al-Al-35-d-4.99,CSL7,Al,Al-35-d-4.99,4.99,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/Al/Al-35-d-4.99,CONTCAR,52,Ti51 Al1,906.2619337821728,4.522467457164171,4.6568,7.770572,25.044546,90.0,90.0,90.0,-397.55988639,-7.645382430576922,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-35-d-4.99""}",Al-35-d-4.99,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",207.0,
CSL7-Al-Al-36-d-5.61,CSL7,Al,Al-36-d-5.61,5.61,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/Al/Al-36-d-5.61,CONTCAR,52,Ti51 Al1,906.2619337821728,4.522467457164171,4.6568,7.770572,25.044546,90.0,90.0,90.0,-397.62885111,-7.646708675192309,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-36-d-5.61""}",Al-36-d-5.61,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",207.0,
CSL7-Al-Al-37-d-5.94,CSL7,Al,Al-37-d-5.94,5.94,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/Al/Al-37-d-5.94,CONTCAR,52,Ti51 Al1,906.2619337821728,4.522467457164171,4.6568,7.770572,25.044546,90.0,90.0,90.0,-397.4392004,-7.643061546153846,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-37-d-5.94""}",Al-37-d-5.94,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",207.0,
CSL7-Al-Al-38-d-6.58,CSL7,Al,Al-38-d-6.58,6.58,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/Al/Al-38-d-6.58,CONTCAR,52,Ti51 Al1,906.2619337821728,4.522467457164171,4.6568,7.770572,25.044546,90.0,90.0,90.0,-397.44120969,-7.643100186346154,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-38-d-6.58""}",Al-38-d-6.58,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",207.0,
CSL7-Al-Al-39-d-6.91,CSL7,Al,Al-39-d-6.91,6.91,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/Al/Al-39-d-6.91,CONTCAR,52,Ti51 Al1,906.2619337821728,4.522467457164171,4.6568,7.770572,25.044546,90.0,90.0,90.0,-397.62710343,-7.646675065961538,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Al-39-d-6.91""}",Al-39-d-6.91,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Al"", ""Ti""]","{""Ti"": 4.0, ""Al"": 3.0}",207.0,
